"condition","InCS","cog_load_CS_num","NFC","reason_always","changed","gender","Ju1_bin","Ju2_bin","right_change","study"
"cog_load","There is nothing wrong.",6,1.5,TRUE,TRUE,"Female","neutral","wrong","nothing wrong","study_1"
"cog_load","There is nothing wrong.",7,1.94444444444444,TRUE,FALSE,"Male","neutral","neutral","nothing wrong","study_1"
"cog_load","There is nothing wrong.",5,1,FALSE,FALSE,"Male","right","right","right initially","study_1"
"cog_load","There is nothing wrong.",8,0,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_1"
"cog_load","There is nothing wrong.",2,-0.166666666666667,FALSE,FALSE,"Female","neutral","neutral","nothing wrong","study_1"
"cog_load","There is nothing wrong.",3,-0.5,FALSE,FALSE,"Female","neutral","neutral","nothing wrong","study_1"
"cog_load","There is nothing wrong.",4,0.777777777777778,FALSE,FALSE,"Female","neutral","right","nothing wrong","study_1"
"cog_load","There is nothing wrong.",4,1.11111111111111,TRUE,TRUE,"Female","wrong","neutral","nothing wrong","study_1"
"cog_load","There is nothing wrong.",8,1.61111111111111,TRUE,FALSE,"Female","right","right","right initially","study_1"
"cog_load","There is nothing wrong.",5,0.833333333333333,FALSE,TRUE,"Male","wrong","neutral","nothing wrong","study_1"
"cog_load","There is nothing wrong.",5,-0.388888888888889,FALSE,TRUE,"Female","neutral","neutral","nothing wrong","study_1"
"cog_load","There is nothing wrong.",3,0.666666666666667,TRUE,FALSE,"Female","right","right","right initially","study_1"
"cog_load","There is nothing wrong.",7,-0.444444444444445,TRUE,FALSE,"Female","right","right","right initially","study_1"
"cog_load","There is nothing wrong.",7,1.33333333333333,FALSE,FALSE,"Female","right","right","right initially","study_1"
"cog_load","There is nothing wrong.",8,-1.5,FALSE,FALSE,"Female","neutral","neutral","nothing wrong","study_1"
"cog_load","It's wrong but I can't think of a reason.",7,0.722222222222222,FALSE,TRUE,"Female","wrong","wrong","dumbfounded","study_1"
"cog_load","It's wrong but I can't think of a reason.",2,-3.55555555555556,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_1"
"cog_load","It's wrong but I can't think of a reason.",7,0.444444444444445,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_1"
"cog_load","It's wrong but I can't think of a reason.",5,0.722222222222222,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_1"
"cog_load","It's wrong but I can't think of a reason.",8,-0.111111111111111,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_1"
"cog_load","It's wrong but I can't think of a reason.",8,-0.722222222222222,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_1"
"cog_load","It's wrong and I can provide a valid reason.",4,2.27777777777778,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"cog_load","It's wrong and I can provide a valid reason.",8,0.944444444444445,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"cog_load","It's wrong and I can provide a valid reason.",8,1,TRUE,FALSE,"Male","wrong","wrong","reasons","study_1"
"cog_load","It's wrong and I can provide a valid reason.",4,1.16666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"cog_load","It's wrong and I can provide a valid reason.",7,1.11111111111111,FALSE,FALSE,"Female","wrong","wrong","reasons","study_1"
"cog_load","It's wrong and I can provide a valid reason.",8,-0.222222222222222,FALSE,TRUE,"Male","wrong","neutral","reasons","study_1"
"cog_load","It's wrong and I can provide a valid reason.",6,0.444444444444445,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"cog_load","It's wrong and I can provide a valid reason.",7,-0.111111111111111,FALSE,FALSE,"Female","wrong","wrong","reasons","study_1"
"cog_load","It's wrong and I can provide a valid reason.",4,0.555555555555555,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"cog_load","It's wrong and I can provide a valid reason.",4,1,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"cog_load","It's wrong and I can provide a valid reason.",5,0.388888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_1"
"cog_load","It's wrong and I can provide a valid reason.",8,0.166666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","There is nothing wrong.",0,0.722222222222222,FALSE,FALSE,"Female","right","right","right initially","study_1"
"control","There is nothing wrong.",0,-0.222222222222222,FALSE,FALSE,"Female","neutral","neutral","nothing wrong","study_1"
"control","There is nothing wrong.",0,-1.22222222222222,FALSE,FALSE,"Male","right","right","right initially","study_1"
"control","There is nothing wrong.",0,1.16666666666667,TRUE,FALSE,"Female","right","right","right initially","study_1"
"control","There is nothing wrong.",0,2,TRUE,FALSE,"Male","right","right","right initially","study_1"
"control","It's wrong but I can't think of a reason.",0,-0.444444444444445,FALSE,TRUE,"Female","wrong","neutral","dumbfounded","study_1"
"control","It's wrong but I can't think of a reason.",0,0,FALSE,TRUE,"Female","wrong","neutral","dumbfounded","study_1"
"control","It's wrong but I can't think of a reason.",0,0.333333333333333,FALSE,TRUE,"Female","wrong","neutral","dumbfounded","study_1"
"control","It's wrong but I can't think of a reason.",0,-0.666666666666667,FALSE,TRUE,"Female","neutral","wrong","dumbfounded","study_1"
"control","It's wrong but I can't think of a reason.",0,-1,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_1"
"control","It's wrong but I can't think of a reason.",0,0.111111111111111,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_1"
"control","It's wrong but I can't think of a reason.",0,0.944444444444445,FALSE,TRUE,"Female","wrong","wrong","dumbfounded","study_1"
"control","It's wrong and I can provide a valid reason.",0,1.38888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,0.333333333333333,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,1.16666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,0.166666666666667,TRUE,TRUE,"Female","wrong","neutral","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,0.944444444444445,FALSE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,-0.888888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,-1.88888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,0.111111111111111,FALSE,TRUE,"Female","wrong","right","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,0.666666666666667,FALSE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,-0.722222222222222,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,0.833333333333333,FALSE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,0.222222222222222,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,0.666666666666667,FALSE,TRUE,"Female","neutral","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,1.44444444444444,TRUE,FALSE,"Male","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,2.88888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,-0.277777777777778,FALSE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,0.111111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,-0.333333333333333,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,-1.66666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,-0.111111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_1"
"control","It's wrong and I can provide a valid reason.",0,0.833333333333333,FALSE,FALSE,"Male","wrong","wrong","reasons","study_1"
"cog_load","It's wrong but I can't think of a reason.",7,0.888888888888889,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"cog_load","There is nothing wrong.",5,1.5,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_2"
"cog_load","There is nothing wrong.",9,2.38888888888889,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_2"
"cog_load","There is nothing wrong.",8,1.88888888888889,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_2"
"cog_load","It's wrong but I can't think of a reason.",7,-0.333333333333333,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"cog_load","There is nothing wrong.",9,-0.222222222222222,FALSE,FALSE,"Male","neutral","neutral","nothing wrong","study_2"
"cog_load","There is nothing wrong.",7,1.16666666666667,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_2"
"cog_load","There is nothing wrong.",4,-0.444444444444445,FALSE,FALSE,"Female","right","neutral","right initially","study_2"
"cog_load","There is nothing wrong.",9,2.33333333333333,TRUE,TRUE,"Male","wrong","neutral","nothing wrong","study_2"
"cog_load","It's wrong and I can provide a valid reason.",5,-0.444444444444445,FALSE,TRUE,"Female","neutral","neutral","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",3,0.666666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",9,-0.555555555555555,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"cog_load","It's wrong but I can't think of a reason.",9,-0.166666666666667,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"cog_load","There is nothing wrong.",4,-0.944444444444445,FALSE,FALSE,"Male","neutral","right","nothing wrong","study_2"
"cog_load","It's wrong but I can't think of a reason.",9,-0.111111111111111,TRUE,TRUE,"Male","wrong","wrong","dumbfounded","study_2"
"cog_load","It's wrong and I can provide a valid reason.",3,-0.0555555555555554,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",3,1,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",8,-1.94444444444444,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"cog_load","It's wrong but I can't think of a reason.",9,-0.0555555555555554,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"cog_load","It's wrong but I can't think of a reason.",5,1.94444444444444,FALSE,TRUE,"Female","neutral","neutral","dumbfounded","study_2"
"cog_load","There is nothing wrong.",3,3.22222222222222,FALSE,TRUE,"Male","wrong","neutral","nothing wrong","study_2"
"cog_load","It's wrong and I can provide a valid reason.",6,-3.55555555555556,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong but I can't think of a reason.",5,0.5,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"cog_load","It's wrong but I can't think of a reason.",6,-2.33333333333333,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_2"
"cog_load","It's wrong but I can't think of a reason.",5,-1.61111111111111,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_2"
"cog_load","There is nothing wrong.",3,1.83333333333333,TRUE,TRUE,"Female","wrong","neutral","nothing wrong","study_2"
"cog_load","It's wrong but I can't think of a reason.",7,1,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"cog_load","It's wrong but I can't think of a reason.",9,0.333333333333333,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_2"
"cog_load","It's wrong but I can't think of a reason.",9,-1.22222222222222,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_2"
"cog_load","It's wrong but I can't think of a reason.",3,0,FALSE,TRUE,"Male","right","right","right initially","study_2"
"cog_load","There is nothing wrong.",4,0,FALSE,FALSE,"Male","right","right","right initially","study_2"
"cog_load","It's wrong but I can't think of a reason.",7,3.55555555555556,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"cog_load","It's wrong but I can't think of a reason.",5,-0.333333333333333,FALSE,TRUE,"Female","neutral","neutral","dumbfounded","study_2"
"cog_load","It's wrong and I can provide a valid reason.",5,2.83333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",9,0.388888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",7,1.05555555555556,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",4,-2.05555555555556,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",3,-0.166666666666667,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",7,0.388888888888889,FALSE,TRUE,"Male","right","right","right initially","study_2"
"cog_load","It's wrong and I can provide a valid reason.",3,1.66666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",5,2.61111111111111,TRUE,TRUE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",5,1,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",7,0.666666666666667,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",5,-2.22222222222222,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",3,0.111111111111111,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",9,-0.166666666666667,TRUE,TRUE,"Female","wrong","right","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",6,1.66666666666667,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",5,0.222222222222222,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",5,0.222222222222222,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",9,0.166666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","It's wrong and I can provide a valid reason.",9,-1.27777777777778,FALSE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","There is nothing wrong.",9,2.27777777777778,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_2"
"control","There is nothing wrong.",9,2.27777777777778,FALSE,FALSE,"Male","right","right","right initially","study_2"
"control","There is nothing wrong.",9,-2.44444444444444,TRUE,TRUE,"Male","wrong","neutral","nothing wrong","study_2"
"control","There is nothing wrong.",9,2.66666666666667,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_2"
"control","There is nothing wrong.",5,-0.0555555555555554,FALSE,TRUE,"Male","right","right","right initially","study_2"
"control","There is nothing wrong.",5,-0.444444444444445,FALSE,TRUE,"Female","wrong","neutral","nothing wrong","study_2"
"control","There is nothing wrong.",9,1.61111111111111,TRUE,FALSE,"Male","neutral","neutral","nothing wrong","study_2"
"control","It's wrong but I can't think of a reason.",9,0.444444444444445,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"control","It's wrong but I can't think of a reason.",9,0.166666666666667,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"control","It's wrong and I can provide a valid reason.",5,0,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",3,1.61111111111111,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",5,1.88888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,-2,FALSE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","There is nothing wrong.",9,-1.77777777777778,FALSE,FALSE,"Female","right","right","right initially","study_2"
"control","There is nothing wrong.",9,2.83333333333333,FALSE,TRUE,"Male","wrong","neutral","nothing wrong","study_2"
"control","It's wrong and I can provide a valid reason.",5,-0.0555555555555554,FALSE,TRUE,"Male","neutral","right","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",5,1.55555555555556,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,-0.5,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,-1.94444444444444,TRUE,TRUE,"Female","wrong","wrong","reasons","study_2"
"control","There is nothing wrong.",3,1.83333333333333,FALSE,TRUE,"Female","neutral","neutral","nothing wrong","study_2"
"control","There is nothing wrong.",5,0.388888888888889,FALSE,TRUE,"Female","wrong","wrong","nothing wrong","study_2"
"control","There is nothing wrong.",5,1.11111111111111,TRUE,FALSE,"Male","neutral","neutral","nothing wrong","study_2"
"control","There is nothing wrong.",7,-0.222222222222222,FALSE,TRUE,"Male","neutral","neutral","nothing wrong","study_2"
"control","It's wrong but I can't think of a reason.",9,2.55555555555556,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"control","It's wrong but I can't think of a reason.",9,-0.0555555555555554,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_2"
"control","It's wrong but I can't think of a reason.",9,0.944444444444445,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"control","It's wrong but I can't think of a reason.",9,2.77777777777778,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"control","It's wrong but I can't think of a reason.",9,0.777777777777778,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"control","It's wrong but I can't think of a reason.",9,-1.05555555555556,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"control","It's wrong but I can't think of a reason.",9,-4,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"control","It's wrong but I can't think of a reason.",9,1.66666666666667,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_2"
"control","It's wrong but I can't think of a reason.",9,2.05555555555556,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_2"
"control","It's wrong and I can provide a valid reason.",9,0.944444444444445,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,1.55555555555556,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,-0.222222222222222,FALSE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,3.38888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,2.61111111111111,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,0.0555555555555554,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,1.44444444444444,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",5,2.77777777777778,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",5,-3.16666666666667,FALSE,FALSE,"Female","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,2.22222222222222,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,2.94444444444444,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",5,2,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,1.5,TRUE,FALSE,"Male","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",5,2.44444444444444,FALSE,FALSE,"Female","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",9,1.22222222222222,FALSE,FALSE,"Female","wrong","wrong","reasons","study_2"
