"condition","InCS","cog_load_CS_num","NFC","reason_always","changed","gender","Ju1_bin","Ju2_bin","right_change","study"
"control","It's wrong and I can provide a valid reason.",5,0.5,TRUE,FALSE,"Female","wrong","wrong","reasons","study_2"
"control","It's wrong and I can provide a valid reason.",5,-0.222222222222222,FALSE,FALSE,"Female","wrong","wrong","reasons","study_2"
"cog_load","There is nothing wrong.",9,0,TRUE,FALSE,"Male","right","right","right initially","study_3"
"cog_load","There is nothing wrong.",9,2,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_3"
"cog_load","There is nothing wrong.",9,0.0555555555555554,TRUE,FALSE,"Female","right","right","right initially","study_3"
"cog_load","There is nothing wrong.",4,-3,FALSE,FALSE,"Female","right","neutral","right initially","study_3"
"cog_load","There is nothing wrong.",9,1.5,TRUE,FALSE,"Female","right","right","right initially","study_3"
"cog_load","There is nothing wrong.",9,2.11111111111111,TRUE,FALSE,"Male","neutral","neutral","nothing wrong","study_3"
"cog_load","There is nothing wrong.",9,1.55555555555556,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_3"
"cog_load","There is nothing wrong.",9,2.94444444444444,TRUE,FALSE,"Male","neutral","neutral","nothing wrong","study_3"
"cog_load","There is nothing wrong.",9,NA,FALSE,FALSE,"Male","neutral","neutral","nothing wrong","study_3"
"cog_load","There is nothing wrong.",9,2.94444444444444,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_3"
"cog_load","There is nothing wrong.",4,2.16666666666667,TRUE,FALSE,"Female","right","right","right initially","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,1.77777777777778,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,0.0555555555555554,TRUE,TRUE,"Female","neutral","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,0.944444444444445,FALSE,TRUE,"Female","wrong","neutral","reasons","study_3"
"cog_load","There is nothing wrong.",9,1.61111111111111,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,-0.111111111111111,FALSE,TRUE,"Male","right","wrong","right initially","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,1.61111111111111,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",5,0.388888888888889,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong and I can provide a valid reason.",4,0.555555555555555,FALSE,TRUE,"Male","neutral","right","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",5,0.166666666666667,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","There is nothing wrong.",6,-2.11111111111111,TRUE,FALSE,"Male","neutral","neutral","nothing wrong","study_3"
"cog_load","There is nothing wrong.",9,0,FALSE,TRUE,"Female","neutral","neutral","nothing wrong","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,0.944444444444445,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,2.66666666666667,FALSE,TRUE,"Female","wrong","neutral","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,-0.611111111111111,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,-1.61111111111111,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,-2,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong and I can provide a valid reason.",5,2.66666666666667,TRUE,TRUE,"Female","wrong","neutral","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",4,0.944444444444445,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",5,2.33333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,1.33333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",5,-1,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,1.11111111111111,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,1.05555555555556,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,4,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,0.5,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,0,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",7,2.05555555555556,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",6,0.444444444444445,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,-1.61111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",5,1.05555555555556,TRUE,TRUE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",7,2.33333333333333,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,-0.833333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","There is nothing wrong.",9,0.166666666666667,FALSE,FALSE,"Female","right","right","right initially","study_3"
"cog_load","It's wrong but I can't think of a reason.",5,-0.0555555555555554,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,2.5,TRUE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,0.0555555555555554,FALSE,TRUE,"Male","right","neutral","right initially","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,-0.222222222222222,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"cog_load","There is nothing wrong.",9,3.27777777777778,TRUE,FALSE,"Male","neutral","neutral","nothing wrong","study_3"
"cog_load","It's wrong but I can't think of a reason.",8,-0.333333333333333,FALSE,TRUE,"Female","wrong","right","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",4,2.27777777777778,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"cog_load","There is nothing wrong.",9,0,TRUE,FALSE,"Male","neutral","neutral","nothing wrong","study_3"
"cog_load","There is nothing wrong.",9,0.111111111111111,TRUE,FALSE,"Female","right","right","right initially","study_3"
"cog_load","It's wrong but I can't think of a reason.",4,0.5,FALSE,TRUE,"Male","right","right","right initially","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,2.72222222222222,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",5,1.94444444444444,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,1.83333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,2.22222222222222,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong but I can't think of a reason.",4,0.666666666666667,FALSE,TRUE,"Female","neutral","neutral","dumbfounded","study_3"
"cog_load","There is nothing wrong.",4,1.5,FALSE,TRUE,"Female","wrong","neutral","nothing wrong","study_3"
"cog_load","There is nothing wrong.",6,-0.388888888888889,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_3"
"cog_load","It's wrong but I can't think of a reason.",4,-0.166666666666667,FALSE,TRUE,"Female","right","neutral","right initially","study_3"
"cog_load","It's wrong but I can't think of a reason.",8,0.166666666666667,FALSE,TRUE,"Female","right","right","right initially","study_3"
"cog_load","There is nothing wrong.",6,-0.0555555555555554,FALSE,TRUE,"Male","right","right","right initially","study_3"
"cog_load","It's wrong and I can provide a valid reason.",7,2.05555555555556,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",4,0.166666666666667,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong but I can't think of a reason.",5,0.166666666666667,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",4,3.66666666666667,TRUE,FALSE,"Female","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,0.777777777777778,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",5,1.55555555555556,TRUE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,-0.277777777777778,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",5,NA,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,1.22222222222222,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong but I can't think of a reason.",9,0.444444444444445,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,4,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,1.33333333333333,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,1.27777777777778,TRUE,TRUE,"Female","neutral","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",4,0,FALSE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,0.555555555555555,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",4,1.33333333333333,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,0.5,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,0.888888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,2.5,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,4,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",7,-3.44444444444444,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",6,0.388888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,1.44444444444444,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",8,1.27777777777778,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",6,2.55555555555556,TRUE,TRUE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,1.11111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,2.44444444444444,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",3,-2.61111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,1.61111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",5,-3.44444444444444,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,3.11111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",5,2.94444444444444,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,2.88888888888889,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",8,0.444444444444445,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,3.11111111111111,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",9,-0.555555555555555,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",8,1.22222222222222,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","It's wrong and I can provide a valid reason.",6,-0.0555555555555554,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","There is nothing wrong.",NA,-1.83333333333333,FALSE,FALSE,"Male","neutral","neutral","nothing wrong","study_3"
"control","There is nothing wrong.",NA,1.27777777777778,TRUE,FALSE,"Female","neutral","right","nothing wrong","study_3"
"control","There is nothing wrong.",NA,0.222222222222222,FALSE,FALSE,"Male","neutral","right","nothing wrong","study_3"
"control","There is nothing wrong.",NA,-1.44444444444444,FALSE,TRUE,"Female","wrong","right","nothing wrong","study_3"
"control","There is nothing wrong.",NA,-0.166666666666667,TRUE,FALSE,"Female","neutral","neutral","nothing wrong","study_3"
"control","There is nothing wrong.",NA,0.111111111111111,FALSE,FALSE,"Male","right","right","right initially","study_3"
"control","There is nothing wrong.",NA,2.83333333333333,TRUE,FALSE,"Male","right","right","right initially","study_3"
"control","There is nothing wrong.",NA,1.5,FALSE,TRUE,"Female","wrong","wrong","nothing wrong","study_3"
"control","There is nothing wrong.",NA,4,FALSE,FALSE,"Female","right","right","right initially","study_3"
"control","There is nothing wrong.",NA,2.55555555555556,TRUE,FALSE,"Male","neutral","neutral","nothing wrong","study_3"
"control","There is nothing wrong.",NA,0.111111111111111,FALSE,FALSE,"Male","neutral","neutral","nothing wrong","study_3"
"control","It's wrong but I can't think of a reason.",NA,1.83333333333333,FALSE,TRUE,"Female","wrong","wrong","dumbfounded","study_3"
"control","It's wrong and I can provide a valid reason.",NA,1.77777777777778,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0.444444444444445,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,-0.0555555555555554,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,3.5,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","There is nothing wrong.",NA,-0.166666666666667,FALSE,FALSE,"Male","right","neutral","right initially","study_3"
"control","It's wrong but I can't think of a reason.",NA,-2.05555555555556,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"control","It's wrong but I can't think of a reason.",NA,-1,FALSE,FALSE,"Male","wrong","wrong","dumbfounded","study_3"
"control","It's wrong and I can provide a valid reason.",NA,1.83333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,2.83333333333333,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,3.22222222222222,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","There is nothing wrong.",NA,0.388888888888889,TRUE,FALSE,"Male","right","right","right initially","study_3"
"control","There is nothing wrong.",NA,2.16666666666667,FALSE,FALSE,"Male","neutral","neutral","nothing wrong","study_3"
"control","There is nothing wrong.",NA,0.0555555555555554,FALSE,FALSE,"Male","right","neutral","right initially","study_3"
"control","It's wrong but I can't think of a reason.",NA,-0.111111111111111,FALSE,FALSE,"Female","wrong","wrong","dumbfounded","study_3"
"control","It's wrong but I can't think of a reason.",NA,-0.444444444444445,FALSE,TRUE,"Male","right","neutral","right initially","study_3"
"control","It's wrong and I can provide a valid reason.",NA,2.38888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,3.66666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,3.94444444444444,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,-0.277777777777778,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,3.27777777777778,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,1.61111111111111,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,1.5,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0.666666666666667,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0.888888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,2.27777777777778,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,-0.388888888888889,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,1.11111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0.833333333333333,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0.0555555555555554,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0.555555555555555,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0.555555555555555,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,1.77777777777778,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,-2.66666666666667,FALSE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,-4,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,3.44444444444444,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,2.11111111111111,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,NA,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0.833333333333333,FALSE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0.222222222222222,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,3.72222222222222,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,1.61111111111111,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,2.61111111111111,FALSE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0.222222222222222,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,-1.05555555555556,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,1.33333333333333,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,1.83333333333333,TRUE,FALSE,"Male","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,-4,FALSE,FALSE,"Female","wrong","wrong","reasons","study_3"
"control","It's wrong and I can provide a valid reason.",NA,0.777777777777778,TRUE,FALSE,"Female","wrong","wrong","reasons","study_3"
"cog_load","There is nothing wrong.",9,1.33333333333333,TRUE,FALSE,"Male","right","right","right initially","study_4"
